Age,RemoteWork,EdLevel,YearsCodePro,Country,Industry,Salary
25-34 years old,Hybrid,Bachelor’s degree,5.0,India,"IT, Software Development, Technology",15752.0
25-34 years old,Remote,Less than a Bachelors,6.0,Canada,"IT, Software Development, Technology",63199.0
35-44 years old,Remote,Master’s degree,3.0,United States,Other,60000.0
25-34 years old,Remote,Bachelor’s degree,11.0,United States,Other,131000.0
25-34 years old,In-person,Less than a Bachelors,0.5,United States,Insurance,90000.0
18-24 years old,In-person,Bachelor’s degree,1.0,United States,"IT, Software Development, Technology",154000.0
45-54 years old,In-person,Master’s degree,21.0,United States,Financial Services,100000.0
25-34 years old,Hybrid,Bachelor’s degree,2.0,India,Retail and Consumer Services,36351.0
18-24 years old,Remote,Bachelor’s degree,1.0,India,Financial Services,10905.0
25-34 years old,Hybrid,Master’s degree,9.0,Canada,Advertising Services,96657.0
35-44 years old,Hybrid,Master’s degree,11.0,United States,"IT, Software Development, Technology",225000.0
18-24 years old,Remote,Less than a Bachelors,4.0,India,Financial Services,87242.0
55-64 years old,Remote,Post grad,40.0,United States,Oil & Gas,150000.0
18-24 years old,Hybrid,Bachelor’s degree,3.0,United States,Other,120000.0
18-24 years old,Hybrid,Master’s degree,0.5,Switzerland,"IT, Software Development, Technology",95888.0
25-34 years old,Remote,Less than a Bachelors,11.0,United States,"Manufacturing, Transportation, Supply",120000.0
25-34 years old,Hybrid,Master’s degree,1.0,United States,"IT, Software Development, Technology",140000.0
25-34 years old,Hybrid,Bachelor’s degree,0.5,Canada,Other,89222.0
18-24 years old,In-person,Less than a Bachelors,4.0,India,"IT, Software Development, Technology",164790.0
35-44 years old,Hybrid,Master’s degree,7.0,Germany,Other,85672.0
25-34 years old,Hybrid,Bachelor’s degree,4.0,France,Financial Services,64254.0
35-44 years old,Remote,Bachelor’s degree,3.0,Canada,"IT, Software Development, Technology",85504.0
25-34 years old,Hybrid,Master’s degree,3.0,India,"IT, Software Development, Technology",21810.0
35-44 years old,Hybrid,Bachelor’s degree,21.0,United States,Legal Services,145000.0
25-34 years old,Remote,Bachelor’s degree,4.0,United Kingdom,"IT, Software Development, Technology",111724.0
25-34 years old,Remote,Less than a Bachelors,12.0,Australia,"IT, Software Development, Technology",105766.0
25-34 years old,Remote,Bachelor’s degree,5.0,United States,Healthcare,120000.0
35-44 years old,Remote,Bachelor’s degree,2.0,United States,Other,200000.0
35-44 years old,In-person,Master’s degree,15.0,Russian,"Manufacturing, Transportation, Supply",43315.0
25-34 years old,Hybrid,Bachelor’s degree,7.0,United States,Financial Services,165000.0
25-34 years old,Hybrid,Master’s degree,5.0,Australia,Retail and Consumer Services,72714.0
25-34 years old,Hybrid,Bachelor’s degree,3.0,United States,"IT, Software Development, Technology",150000.0
35-44 years old,Remote,Bachelor’s degree,11.0,United States,"IT, Software Development, Technology",220000.0
18-24 years old,Hybrid,Bachelor’s degree,4.0,United States,"IT, Software Development, Technology",250000.0
35-44 years old,Remote,Bachelor’s degree,6.0,United States,Financial Services,106000.0
25-34 years old,Hybrid,Bachelor’s degree,4.0,India,"Manufacturing, Transportation, Supply",24234.0
65 years or older,Remote,Less than a Bachelors,28.0,Australia,"IT, Software Development, Technology",85935.0
18-24 years old,In-person,Less than a Bachelors,1.0,United States,Retail and Consumer Services,43000.0
35-44 years old,Remote,Less than a Bachelors,14.0,Sweden,"IT, Software Development, Technology",66342.0
45-54 years old,Hybrid,Bachelor’s degree,21.0,United States,Financial Services,170000.0
25-34 years old,Remote,Bachelor’s degree,1.0,Poland,Retail and Consumer Services,21534.0
25-34 years old,Remote,Bachelor’s degree,7.0,Brazil,"IT, Software Development, Technology",15824.0
25-34 years old,Remote,Master’s degree,3.0,Canada,"IT, Software Development, Technology",104092.0
25-34 years old,Remote,Bachelor’s degree,3.0,United States,Financial Services,82400.0
18-24 years old,In-person,Bachelor’s degree,1.0,United States,"IT, Software Development, Technology",154000.0
18-24 years old,Hybrid,Bachelor’s degree,2.0,United States,"Manufacturing, Transportation, Supply",60000.0
25-34 years old,Remote,Bachelor’s degree,4.0,United States,Other,80000.0
25-34 years old,Remote,Bachelor’s degree,6.0,United States,"IT, Software Development, Technology",200000.0
55-64 years old,Remote,Post grad,23.0,United States,"IT, Software Development, Technology",210000.0
25-34 years old,Hybrid,Bachelor’s degree,8.0,United States,Other,206000.0
18-24 years old,In-person,Bachelor’s degree,2.0,India,Financial Services,14540.0
18-24 years old,Remote,Bachelor’s degree,1.0,United States,Insurance,92000.0
18-24 years old,Remote,Bachelor’s degree,2.0,Canada,Healthcare,59481.0
25-34 years old,Remote,Bachelor’s degree,15.0,United States,Financial Services,177000.0
18-24 years old,Remote,Bachelor’s degree,1.0,United States,Advertising Services,70000.0
25-34 years old,Remote,Master’s degree,2.0,Germany,"IT, Software Development, Technology",57828.0
18-24 years old,In-person,Bachelor’s degree,0.5,Australia,Other,19831.0
18-24 years old,Remote,Master’s degree,1.0,India,Retail and Consumer Services,19387.0
35-44 years old,In-person,Master’s degree,15.0,United States,Other,220000.0
25-34 years old,In-person,Master’s degree,3.0,United States,"Manufacturing, Transportation, Supply",85000.0
35-44 years old,Hybrid,Master’s degree,5.0,India,"IT, Software Development, Technology",42409.0
18-24 years old,Hybrid,Bachelor’s degree,2.0,United States,"IT, Software Development, Technology",120000.0
55-64 years old,Hybrid,Post grad,22.0,United States,Higher Education,200000.0
25-34 years old,In-person,Bachelor’s degree,5.0,United States,Other,140000.0
18-24 years old,Hybrid,Bachelor’s degree,0.5,United States,"IT, Software Development, Technology",160000.0
25-34 years old,Hybrid,Master’s degree,5.0,United States,Other,175000.0
25-34 years old,Remote,Master’s degree,6.0,United States,"IT, Software Development, Technology",150000.0
25-34 years old,In-person,Bachelor’s degree,2.0,Germany,Other,55687.0
18-24 years old,Hybrid,Bachelor’s degree,2.0,United States,"IT, Software Development, Technology",50000.0
25-34 years old,Hybrid,Less than a Bachelors,6.0,United States,"IT, Software Development, Technology",92750.0
25-34 years old,Hybrid,Bachelor’s degree,6.0,Germany,"IT, Software Development, Technology",53545.0
18-24 years old,Hybrid,Master’s degree,1.0,France,Insurance,39623.0
18-24 years old,In-person,Less than a Bachelors,2.0,Germany,"IT, Software Development, Technology",13922.0
25-34 years old,Remote,Bachelor’s degree,4.0,Australia,Other,81308.0
25-34 years old,In-person,Bachelor’s degree,10.0,India,"IT, Software Development, Technology",20599.0
35-44 years old,Remote,Master’s degree,17.0,United States,"IT, Software Development, Technology",176500.0
25-34 years old,Remote,Bachelor’s degree,6.0,Germany,"IT, Software Development, Technology",61041.0
25-34 years old,Remote,Bachelor’s degree,4.0,Germany,"IT, Software Development, Technology",67466.0
35-44 years old,Hybrid,Master’s degree,18.0,Finland,"IT, Software Development, Technology",77104.0
35-44 years old,Hybrid,Bachelor’s degree,18.0,Australia,Other,108410.0
18-24 years old,Hybrid,Bachelor’s degree,0.5,United Kingdom,"IT, Software Development, Technology",40966.0
18-24 years old,Hybrid,Less than a Bachelors,2.0,Sweden,Advertising Services,47914.0
25-34 years old,Hybrid,Master’s degree,0.5,Poland,Healthcare,21534.0
25-34 years old,In-person,Master’s degree,3.0,Norway,Healthcare,75209.0
25-34 years old,Remote,Bachelor’s degree,5.0,Germany,"IT, Software Development, Technology",61041.0
55-64 years old,In-person,Less than a Bachelors,30.0,Germany,"IT, Software Development, Technology",218463.0
25-34 years old,In-person,Less than a Bachelors,4.0,Israel,Other,76976.0
25-34 years old,Hybrid,Less than a Bachelors,9.0,Austria,Financial Services,44978.0
18-24 years old,Hybrid,Bachelor’s degree,1.0,United States,"IT, Software Development, Technology",75000.0
25-34 years old,Remote,Master’s degree,0.5,United States,Healthcare,90000.0
25-34 years old,Hybrid,Bachelor’s degree,7.0,Australia,"IT, Software Development, Technology",79325.0
45-54 years old,Remote,Less than a Bachelors,13.0,Spain,"IT, Software Development, Technology",46584.0
25-34 years old,Remote,Master’s degree,2.0,India,"IT, Software Development, Technology",80317.0
18-24 years old,Remote,Bachelor’s degree,1.0,Germany,"IT, Software Development, Technology",37010.0
18-24 years old,Remote,Less than a Bachelors,3.0,United States,Other,85000.0
25-34 years old,In-person,Master’s degree,3.0,Denmark,"IT, Software Development, Technology",82964.0
25-34 years old,Hybrid,Bachelor’s degree,3.0,United States,Healthcare,145000.0
18-24 years old,Remote,Less than a Bachelors,3.0,United Kingdom,"IT, Software Development, Technology",43448.0
25-34 years old,Remote,Master’s degree,8.0,India,"IT, Software Development, Technology",72701.0
35-44 years old,In-person,Post grad,20.0,France,Financial Services,126969.0
25-34 years old,Hybrid,Bachelor’s degree,9.0,Israel,"IT, Software Development, Technology",133640.0
25-34 years old,Hybrid,Bachelor’s degree,3.0,Germany,"Manufacturing, Transportation, Supply",64254.0
55-64 years old,In-person,Post grad,30.0,Spain,"IT, Software Development, Technology",53545.0
18-24 years old,Hybrid,Less than a Bachelors,0.5,Germany,Wholesale,44549.0
25-34 years old,Hybrid,Less than a Bachelors,1.0,United Kingdom,Other,55862.0
18-24 years old,Hybrid,Bachelor’s degree,4.0,India,Financial Services,22416.0
25-34 years old,Remote,Bachelor’s degree,1.0,United States,"IT, Software Development, Technology",145000.0
35-44 years old,In-person,Master’s degree,7.0,United Kingdom,Retail and Consumer Services,86897.0
55-64 years old,In-person,Less than a Bachelors,19.0,United Kingdom,"IT, Software Development, Technology",62069.0
55-64 years old,Hybrid,Less than a Bachelors,29.0,Germany,Healthcare,69608.0
35-44 years old,Hybrid,Post grad,12.0,Switzerland,Other,187368.0
25-34 years old,Hybrid,Master’s degree,1.0,Germany,"IT, Software Development, Technology",48190.0
35-44 years old,Remote,Master’s degree,14.0,Germany,"IT, Software Development, Technology",42836.0
25-34 years old,In-person,Bachelor’s degree,4.0,Poland,"IT, Software Development, Technology",23926.0
35-44 years old,Remote,Post grad,11.0,Spain,Insurance,95310.0
25-34 years old,In-person,Bachelor’s degree,6.0,Switzerland,Healthcare,99195.0
55-64 years old,In-person,Master’s degree,35.0,Germany,Other,96381.0
45-54 years old,Hybrid,Bachelor’s degree,30.0,Canada,"Manufacturing, Transportation, Supply",137550.0
18-24 years old,Hybrid,Bachelor’s degree,0.5,India,"IT, Software Development, Technology",14540.0
35-44 years old,Hybrid,Bachelor’s degree,15.0,Austria,Retail and Consumer Services,96381.0
18-24 years old,Hybrid,Less than a Bachelors,0.5,Sweden,"IT, Software Development, Technology",40358.0
25-34 years old,Remote,Bachelor’s degree,8.0,Poland,"IT, Software Development, Technology",57423.0
45-54 years old,Hybrid,Master’s degree,10.0,Portugal,"IT, Software Development, Technology",69608.0
45-54 years old,Hybrid,Master’s degree,18.0,India,"IT, Software Development, Technology",31504.0
25-34 years old,In-person,Master’s degree,6.0,Switzerland,"IT, Software Development, Technology",110216.0
25-34 years old,Hybrid,Bachelor’s degree,4.0,United States,"IT, Software Development, Technology",220000.0
35-44 years old,Remote,Bachelor’s degree,16.0,Germany,"Manufacturing, Transportation, Supply",83530.0
25-34 years old,Hybrid,Master’s degree,3.0,Spain,Other,32127.0
25-34 years old,Remote,Bachelor’s degree,6.0,Germany,"IT, Software Development, Technology",58899.0
65 years or older,Hybrid,Post grad,35.0,Austria,Higher Education,128507.0
25-34 years old,In-person,Bachelor’s degree,3.0,Switzerland,"IT, Software Development, Technology",66130.0
18-24 years old,Remote,Master’s degree,3.0,Poland,Healthcare,39478.0
25-34 years old,Hybrid,Bachelor’s degree,4.0,Germany,"IT, Software Development, Technology",66931.0
25-34 years old,Hybrid,Bachelor’s degree,3.0,Germany,"IT, Software Development, Technology",46049.0
35-44 years old,In-person,Master’s degree,12.0,France,Retail and Consumer Services,48190.0
25-34 years old,Hybrid,Master’s degree,3.0,Germany,Healthcare,64254.0
25-34 years old,Hybrid,Bachelor’s degree,10.0,United Kingdom,"IT, Software Development, Technology",111724.0
25-34 years old,Remote,Master’s degree,4.0,Portugal,"IT, Software Development, Technology",64254.0
25-34 years old,Hybrid,Bachelor’s degree,4.0,Australia,"IT, Software Development, Technology",59494.0
25-34 years old,Hybrid,Bachelor’s degree,4.0,France,"IT, Software Development, Technology",58899.0
35-44 years old,Remote,Master’s degree,20.0,Poland,"IT, Software Development, Technology",28711.0
35-44 years old,Remote,Less than a Bachelors,8.0,Germany,"Manufacturing, Transportation, Supply",72821.0
25-34 years old,Hybrid,Less than a Bachelors,2.0,Germany,Financial Services,50332.0
25-34 years old,Hybrid,Bachelor’s degree,10.0,Sweden,"IT, Software Development, Technology",52521.0
25-34 years old,Hybrid,Less than a Bachelors,8.0,Switzerland,"IT, Software Development, Technology",115727.0
45-54 years old,Hybrid,Less than a Bachelors,28.0,Italy,"IT, Software Development, Technology",64254.0
18-24 years old,Hybrid,Master’s degree,1.0,United Kingdom,"IT, Software Development, Technology",39724.0
35-44 years old,Hybrid,Bachelor’s degree,14.0,Spain,Healthcare,29985.0
25-34 years old,In-person,Less than a Bachelors,10.0,Netherlands,"IT, Software Development, Technology",48190.0
35-44 years old,Remote,Less than a Bachelors,4.0,United Kingdom,Other,68276.0
25-34 years old,Hybrid,Bachelor’s degree,8.0,United Kingdom,Retail and Consumer Services,105517.0
25-34 years old,Hybrid,Bachelor’s degree,1.0,Germany,"IT, Software Development, Technology",48190.0
65 years or older,Hybrid,Master’s degree,40.0,United Kingdom,Legal Services,99311.0
35-44 years old,Hybrid,Post grad,6.0,Switzerland,"IT, Software Development, Technology",115727.0
25-34 years old,In-person,Bachelor’s degree,5.0,Germany,"IT, Software Development, Technology",53545.0
35-44 years old,Hybrid,Less than a Bachelors,19.0,Poland,"IT, Software Development, Technology",40674.0
45-54 years old,Remote,Less than a Bachelors,20.0,United Kingdom,"IT, Software Development, Technology",55862.0
25-34 years old,Remote,Bachelor’s degree,2.0,India,"IT, Software Development, Technology",14540.0
25-34 years old,Hybrid,Less than a Bachelors,6.0,Germany,Other,69608.0
25-34 years old,In-person,Less than a Bachelors,12.0,Israel,"IT, Software Development, Technology",180453.0
35-44 years old,Hybrid,Less than a Bachelors,13.0,Sweden,"IT, Software Development, Technology",109464.0
18-24 years old,Hybrid,Bachelor’s degree,2.0,Germany,"IT, Software Development, Technology",58899.0
25-34 years old,Hybrid,Bachelor’s degree,8.0,United Kingdom,"IT, Software Development, Technology",65793.0
25-34 years old,Hybrid,Less than a Bachelors,9.0,United Kingdom,"IT, Software Development, Technology",186207.0
25-34 years old,In-person,Post grad,3.0,Sweden,"IT, Software Development, Technology",69106.0
25-34 years old,Hybrid,Bachelor’s degree,3.0,Switzerland,"IT, Software Development, Technology",104705.0
35-44 years old,Hybrid,Bachelor’s degree,21.0,United Kingdom,"IT, Software Development, Technology",49655.0
25-34 years old,Hybrid,Bachelor’s degree,3.0,Israel,Other,106912.0
25-34 years old,Remote,Bachelor’s degree,1.0,Poland,"IT, Software Development, Technology",23926.0
25-34 years old,In-person,Less than a Bachelors,2.0,Norway,Wholesale,48478.0
25-34 years old,Hybrid,Master’s degree,5.0,Germany,Other,58899.0
35-44 years old,Hybrid,Less than a Bachelors,5.0,Germany,"IT, Software Development, Technology",53598.0
25-34 years old,Hybrid,Bachelor’s degree,6.0,Sweden,"IT, Software Development, Technology",59892.0
25-34 years old,In-person,Master’s degree,2.0,Spain,Retail and Consumer Services,40694.0
18-24 years old,Hybrid,Less than a Bachelors,3.0,Germany,Financial Services,69608.0
25-34 years old,Remote,Bachelor’s degree,2.0,United Kingdom,Financial Services,62069.0
18-24 years old,Remote,Master’s degree,5.0,France,Insurance,55687.0
25-34 years old,Hybrid,Master’s degree,3.0,Denmark,"IT, Software Development, Technology",79714.0
35-44 years old,Hybrid,Master’s degree,20.0,France,"IT, Software Development, Technology",64254.0
25-34 years old,Remote,Bachelor’s degree,7.0,Finland,"IT, Software Development, Technology",74963.0
35-44 years old,Hybrid,Master’s degree,13.0,Finland,"IT, Software Development, Technology",74427.0
25-34 years old,Hybrid,Bachelor’s degree,2.0,Germany,"IT, Software Development, Technology",58899.0
35-44 years old,Remote,Master’s degree,20.0,United Kingdom,Other,148966.0
35-44 years old,Remote,Bachelor’s degree,3.0,United States,"IT, Software Development, Technology",95000.0
45-54 years old,Hybrid,Master’s degree,23.0,France,"IT, Software Development, Technology",91026.0
25-34 years old,Hybrid,Less than a Bachelors,7.0,Netherlands,Higher Education,98522.0
35-44 years old,Remote,Master’s degree,11.0,France,"IT, Software Development, Technology",96381.0
25-34 years old,Remote,Bachelor’s degree,12.0,United Kingdom,Other,86897.0
45-54 years old,In-person,Less than a Bachelors,35.0,Italy,Financial Services,46049.0
25-34 years old,Remote,Bachelor’s degree,3.0,United Kingdom,"IT, Software Development, Technology",59586.0
35-44 years old,Hybrid,Master’s degree,14.0,Switzerland,Financial Services,165324.0
18-24 years old,Hybrid,Bachelor’s degree,0.5,United Kingdom,Financial Services,39724.0
55-64 years old,Hybrid,Bachelor’s degree,38.0,Germany,"IT, Software Development, Technology",91026.0
25-34 years old,In-person,Master’s degree,4.0,Netherlands,"IT, Software Development, Technology",37481.0
25-34 years old,In-person,Less than a Bachelors,11.0,Italy,"IT, Software Development, Technology",26772.0
35-44 years old,Hybrid,Bachelor’s degree,18.0,Switzerland,"IT, Software Development, Technology",143281.0
45-54 years old,Hybrid,Less than a Bachelors,21.0,Germany,Insurance,83530.0
25-34 years old,Hybrid,Bachelor’s degree,6.0,India,"IT, Software Development, Technology",35866.0
35-44 years old,Hybrid,Master’s degree,16.0,India,"IT, Software Development, Technology",36351.0
18-24 years old,In-person,Less than a Bachelors,2.0,Portugal,"IT, Software Development, Technology",10709.0
45-54 years old,In-person,Less than a Bachelors,24.0,Netherlands,"Manufacturing, Transportation, Supply",53545.0
18-24 years old,Hybrid,Master’s degree,5.0,Netherlands,Financial Services,63183.0
25-34 years old,Hybrid,Bachelor’s degree,5.0,Denmark,"IT, Software Development, Technology",25881.0
18-24 years old,Remote,Less than a Bachelors,3.0,Netherlands,"IT, Software Development, Technology",68537.0
35-44 years old,Hybrid,Less than a Bachelors,11.0,Spain,Higher Education,33733.0
25-34 years old,Remote,Master’s degree,8.0,United Kingdom,"IT, Software Development, Technology",116690.0
25-34 years old,Remote,Master’s degree,5.0,United States,"IT, Software Development, Technology",150000.0
18-24 years old,Hybrid,Master’s degree,1.0,Netherlands,"IT, Software Development, Technology",34697.0
18-24 years old,Remote,Bachelor’s degree,2.0,India,"IT, Software Development, Technology",10905.0
35-44 years old,Remote,Post grad,14.0,Spain,"IT, Software Development, Technology",64254.0
35-44 years old,In-person,Master’s degree,19.0,Finland,"IT, Software Development, Technology",64254.0
25-34 years old,Hybrid,Bachelor’s degree,3.0,Portugal,"IT, Software Development, Technology",23560.0
35-44 years old,Hybrid,Master’s degree,7.0,Germany,Retail and Consumer Services,53545.0
35-44 years old,Hybrid,Master’s degree,11.0,Poland,Other,66993.0
25-34 years old,Remote,Master’s degree,8.0,India,Oil & Gas,42409.0
35-44 years old,Hybrid,Post grad,16.0,Germany,Financial Services,123153.0
35-44 years old,Hybrid,Post grad,16.0,United Kingdom,Other,74483.0
25-34 years old,Remote,Master’s degree,8.0,Germany,Healthcare,54616.0
25-34 years old,Hybrid,Bachelor’s degree,11.0,United Kingdom,Insurance,67035.0
45-54 years old,In-person,Less than a Bachelors,32.0,Spain,Retail and Consumer Services,42836.0
18-24 years old,In-person,Less than a Bachelors,5.0,Italy,"Manufacturing, Transportation, Supply",32127.0
35-44 years old,Remote,Post grad,13.0,United Kingdom,"IT, Software Development, Technology",117931.0
25-34 years old,Remote,Bachelor’s degree,3.0,Australia,"IT, Software Development, Technology",42968.0
25-34 years old,Remote,Master’s degree,5.0,Portugal,"IT, Software Development, Technology",42836.0
25-34 years old,Remote,Master’s degree,10.0,India,"IT, Software Development, Technology",41500.0
35-44 years old,Hybrid,Master’s degree,11.0,Germany,"IT, Software Development, Technology",85672.0
25-34 years old,Hybrid,Bachelor’s degree,2.0,Poland,Financial Services,28711.0
45-54 years old,Remote,Master’s degree,24.0,United Kingdom,Other,99311.0
35-44 years old,Remote,Bachelor’s degree,26.0,Australia,Retail and Consumer Services,105634.0
25-34 years old,In-person,Bachelor’s degree,2.0,Israel,Other,106912.0
25-34 years old,Hybrid,Bachelor’s degree,0.5,United Kingdom,Healthcare,28552.0
18-24 years old,Hybrid,Bachelor’s degree,2.0,India,"IT, Software Development, Technology",10905.0
35-44 years old,Hybrid,Master’s degree,18.0,India,"IT, Software Development, Technology",53314.0
35-44 years old,Hybrid,Master’s degree,2.0,Austria,"IT, Software Development, Technology",55151.0
25-34 years old,Hybrid,Less than a Bachelors,2.0,Austria,"IT, Software Development, Technology",43478.0
35-44 years old,In-person,Less than a Bachelors,0.5,Spain,"IT, Software Development, Technology",18205.0
45-54 years old,Remote,Post grad,20.0,Spain,"IT, Software Development, Technology",139216.0
25-34 years old,Hybrid,Bachelor’s degree,8.0,United Kingdom,Retail and Consumer Services,92483.0
25-34 years old,Hybrid,Bachelor’s degree,2.0,United Kingdom,"IT, Software Development, Technology",36000.0
45-54 years old,Hybrid,Less than a Bachelors,30.0,Germany,Retail and Consumer Services,96381.0
25-34 years old,Hybrid,Bachelor’s degree,9.0,United States,"IT, Software Development, Technology",200000.0
25-34 years old,Remote,Master’s degree,10.0,Germany,"IT, Software Development, Technology",80317.0
25-34 years old,Hybrid,Bachelor’s degree,4.0,Netherlands,"IT, Software Development, Technology",51352.0
25-34 years old,Hybrid,Master’s degree,6.0,Finland,"Manufacturing, Transportation, Supply",79867.0
45-54 years old,Remote,Bachelor’s degree,24.0,United Kingdom,"IT, Software Development, Technology",74483.0
25-34 years old,Remote,Master’s degree,10.0,Germany,"IT, Software Development, Technology",80317.0
25-34 years old,Hybrid,Less than a Bachelors,5.0,Germany,"IT, Software Development, Technology",41765.0
35-44 years old,Hybrid,Bachelor’s degree,18.0,Germany,"IT, Software Development, Technology",117798.0
25-34 years old,Hybrid,Bachelor’s degree,5.0,India,Retail and Consumer Services,58161.0
35-44 years old,Remote,Less than a Bachelors,17.0,United States,Financial Services,204000.0
45-54 years old,In-person,Bachelor’s degree,27.0,Switzerland,"IT, Software Development, Technology",88173.0
25-34 years old,Hybrid,Bachelor’s degree,3.0,Germany,"IT, Software Development, Technology",66396.0
45-54 years old,Hybrid,Master’s degree,30.0,Germany,"IT, Software Development, Technology",79246.0
18-24 years old,In-person,Bachelor’s degree,3.0,India,Financial Services,14540.0
18-24 years old,In-person,Bachelor’s degree,0.5,India,Insurance,14540.0
18-24 years old,Hybrid,Bachelor’s degree,3.0,Germany,"Manufacturing, Transportation, Supply",72821.0
18-24 years old,Hybrid,Less than a Bachelors,5.0,Israel,"IT, Software Development, Technology",118672.0
18-24 years old,In-person,Master’s degree,2.0,France,"IT, Software Development, Technology",36410.0
18-24 years old,Hybrid,Less than a Bachelors,0.5,Australia,Financial Services,54866.0
25-34 years old,In-person,Master’s degree,0.5,France,Advertising Services,11780.0
25-34 years old,Remote,Post grad,6.0,Spain,"Manufacturing, Transportation, Supply",55687.0
18-24 years old,In-person,Less than a Bachelors,2.0,Italy,"IT, Software Development, Technology",20561.0
18-24 years old,Hybrid,Less than a Bachelors,5.0,Germany,"IT, Software Development, Technology",58899.0
25-34 years old,In-person,Master’s degree,7.0,Poland,"IT, Software Development, Technology",43067.0
35-44 years old,Hybrid,Bachelor’s degree,17.0,Canada,Other,107810.0
25-34 years old,Remote,Master’s degree,4.0,Canada,"IT, Software Development, Technology",126397.0
35-44 years old,Remote,Bachelor’s degree,2.0,Canada,"IT, Software Development, Technology",124167.0
25-34 years old,Remote,Less than a Bachelors,5.0,Italy,"IT, Software Development, Technology",29985.0
35-44 years old,In-person,Bachelor’s degree,10.0,Brazil,Higher Education,12173.0
25-34 years old,Hybrid,Master’s degree,6.0,Germany,Financial Services,74963.0
25-34 years old,Remote,Bachelor’s degree,5.0,India,"IT, Software Development, Technology",15449.0
35-44 years old,Remote,Post grad,8.0,United Kingdom,Other,64986.0
35-44 years old,Remote,Bachelor’s degree,18.0,United Kingdom,Financial Services,84466.0
35-44 years old,Hybrid,Bachelor’s degree,15.0,Spain,Advertising Services,97451.0
25-34 years old,Hybrid,Master’s degree,3.0,Spain,Higher Education,23560.0
45-54 years old,Remote,Bachelor’s degree,26.0,Australia,Other,112377.0
35-44 years old,In-person,Less than a Bachelors,18.0,Russian,Higher Education,18564.0
18-24 years old,Remote,Less than a Bachelors,7.0,United Kingdom,"IT, Software Development, Technology",53379.0
25-34 years old,In-person,Bachelor’s degree,7.0,United Kingdom,"IT, Software Development, Technology",105517.0
35-44 years old,Hybrid,Less than a Bachelors,18.0,Denmark,"Manufacturing, Transportation, Supply",115028.0
25-34 years old,Hybrid,Less than a Bachelors,6.0,France,"IT, Software Development, Technology",48190.0
25-34 years old,Remote,Bachelor’s degree,4.0,Poland,"IT, Software Development, Technology",59815.0
25-34 years old,Remote,Bachelor’s degree,5.0,India,"IT, Software Development, Technology",135709.0
45-54 years old,Remote,Master’s degree,20.0,France,"IT, Software Development, Technology",48190.0
18-24 years old,In-person,Master’s degree,1.0,France,"IT, Software Development, Technology",37481.0
25-34 years old,Hybrid,Bachelor’s degree,6.0,Australia,"IT, Software Development, Technology",105105.0
35-44 years old,Remote,Bachelor’s degree,16.0,United States,Financial Services,150000.0
25-34 years old,Hybrid,Master’s degree,3.0,United States,Financial Services,157000.0
25-34 years old,Remote,Bachelor’s degree,6.0,Finland,Other,64254.0
45-54 years old,Hybrid,Bachelor’s degree,32.0,United Kingdom,Other,93104.0
25-34 years old,Hybrid,Bachelor’s degree,3.0,Italy,"IT, Software Development, Technology",34269.0
25-34 years old,In-person,Bachelor’s degree,4.0,United States,"IT, Software Development, Technology",125000.0
35-44 years old,Remote,Bachelor’s degree,0.5,United States,"IT, Software Development, Technology",65000.0
25-34 years old,Hybrid,Master’s degree,7.0,Spain,"IT, Software Development, Technology",64254.0
35-44 years old,In-person,Post grad,10.0,India,Higher Education,24234.0
25-34 years old,Remote,Bachelor’s degree,3.0,United States,"IT, Software Development, Technology",106000.0
35-44 years old,Remote,Less than a Bachelors,5.0,United States,Financial Services,134500.0
18-24 years old,Hybrid,Post grad,1.0,France,"IT, Software Development, Technology",40694.0
25-34 years old,Hybrid,Post grad,4.0,Germany,Higher Education,48190.0
25-34 years old,Hybrid,Bachelor’s degree,12.0,Netherlands,"IT, Software Development, Technology",74963.0
25-34 years old,In-person,Bachelor’s degree,2.0,United Kingdom,Other,37241.0
25-34 years old,Remote,Master’s degree,6.0,Germany,"IT, Software Development, Technology",66792.0
45-54 years old,Remote,Master’s degree,29.0,United States,"IT, Software Development, Technology",205000.0
35-44 years old,Remote,Less than a Bachelors,19.0,United Kingdom,Financial Services,80690.0
18-24 years old,Remote,Bachelor’s degree,3.0,India,"IT, Software Development, Technology",10299.0
25-34 years old,Hybrid,Bachelor’s degree,11.0,United Kingdom,"IT, Software Development, Technology",47173.0
25-34 years old,Remote,Bachelor’s degree,3.0,United States,Financial Services,135000.0
25-34 years old,Hybrid,Master’s degree,2.0,Portugal,Higher Education,22489.0
25-34 years old,In-person,Bachelor’s degree,1.0,United States,"IT, Software Development, Technology",75000.0
35-44 years old,Remote,Master’s degree,7.0,Canada,Other,85504.0
25-34 years old,In-person,Bachelor’s degree,3.0,India,"Manufacturing, Transportation, Supply",26657.0
55-64 years old,In-person,Bachelor’s degree,40.0,United States,"Manufacturing, Transportation, Supply",98000.0
35-44 years old,In-person,Bachelor’s degree,12.0,India,Other,23022.0
35-44 years old,In-person,Master’s degree,11.0,India,"IT, Software Development, Technology",29081.0
25-34 years old,In-person,Bachelor’s degree,1.0,Netherlands,Other,25701.0
25-34 years old,Hybrid,Less than a Bachelors,7.0,Germany,Healthcare,37481.0
35-44 years old,Hybrid,Master’s degree,12.0,Canada,"Manufacturing, Transportation, Supply",74351.0
